IC1	45.59	34.29	180.00	4511	SOIC127P1032X265-16L
R10	58.42	21.59	270.00	150	R0805
R3	54.61	46.99	270.00	150	R0805
R4	58.42	38.80	90.00	150	R0805
R5	57.15	30.10	0.00	150	R0805
R6	50.80	21.59	90.00	150	R0805
R7	48.26	21.59	90.00	150	R0805
R8	49.53	46.99	270.00	150	R0805
R9	46.99	46.99	270.00	150	R0805
